id,genre,track_name,artist_name,valence,energy,acousticness,danceability,liveness,loudness,tempo,speechiness,time_signature,key,instrumentalness,mood_encoded,mood
2iXjKE2GZcLgVehPKzyf7J,minimal-techno,Minimal Life - Original Mix,Chris Lake & Nelski,0.541,0.628,0.000341,0.894,0.0996,-7.011,125.993,0.148,4,11,0.3,2,Happy
5LcniYWv0PnIjSbMwTRCLV,minimal-techno,Coconut Blues - Original,Gabriel Ananda,0.678,0.602,0.0519,0.799,0.121,-12.532,127.996,0.0635,4,9,0.892,2,Happy
5aBdWL4ud0ovtDJIJGQLdc,minimal-techno,Open Eye Signal,Jon Hopkins,0.199,0.715,0.191,0.798,0.112,-7.103,122.47,0.215,3,0,0.773,2,Happy
7E2hkRRn2wbj5Zwx1sm0vm,minimal-techno,Brutal Weapons,Slagsmålsklubben,0.421,0.766,0.0689,0.756,0.0733,-9.864,129.012,0.0516,4,7,0.849,2,Happy
3OhINfZqt7FHDbJ0AEKMkh,minimal-techno,Body Language,Various Artists,0.938,0.745,0.0854,0.798,0.0559,-10.936,125.133,0.0526,4,10,0.889,2,Happy
2lfufnNli637Pd2gT2sYZr,minimal-techno,Mars,Marek Hemmann,0.676,0.744,0.184,0.823,0.109,-10.006,125.021,0.0727,4,8,0.879,2,Happy
7e7BGfqdao6RiDyNYpM3mn,minimal-techno,Create Balance - Steve Lawler Remix,Various Artists,0.677,0.918,0.00347,0.789,0.0503,-9.039,124.012,0.085,4,1,0.906,2,Happy
20oThXKYs1X05XORM7igsb,minimal-techno,C'est la vie - Umek Remix,Joseph Capriati,0.0352,0.945,0.00357,0.781,0.0559,-8.681,127.97,0.07,4,7,0.925,2,Happy
6u2gV0mlZZ51VWfxb6lA9F,minimal-techno,Mole,Anja Schneider,0.209,0.451,0.0202,0.804,0.0877,-15.605,128.009,0.0825,4,4,0.929,0,Calm
0rmF2Dt8Es6Q084508PTrg,minimal-techno,Feuervogel - Guido Schneider Remix,Solomun & Stimming,0.171,0.649,0.154,0.809,0.584,-13.446,124.002,0.065,4,1,0.959,0,Calm
6ccgbET21a3XXnholWhtym,minimal-techno,005 - Alex Under Remix,Various Artists,0.38,0.727,0.0422,0.787,0.108,-12.894,133.137,0.0853,4,11,0.853,1,Energetic
6stHVTZO0k8t74YguNH5RS,minimal-techno,Ihre Persönliche Glücksmelodie - Original,Gabriel Ananda,0.906,0.783,0.0243,0.754,0.0646,-10.491,126.995,0.0466,4,0,0.878,2,Happy
2LOqv7NaADkBgeU8IvST8y,minimal-techno,Killer Kat - Original Mix,Various Artists,0.462,0.5,0.00356,0.801,0.137,-11.579,123.99,0.0595,4,1,0.825,2,Happy
1lfjTOtTRUDkzcmahA4lcs,movies,"I'll Be There for You (Theme from ""Friends')",The Rembrandts,0.636,0.919,0.065,0.258,0.279,-6.927,93.62,0.0809,4,9,0.0,1,Energetic
7Es2gcDpA0ma6zEqgP6Wuc,movies,"Love Theme From ""The Godfather""",Nino Rota,0.0851,0.221,0.927,0.198,0.0797,-12.706,68.932,0.0355,4,1,0.92,0,Calm
0TCt7OFRdD8PQ6vTRQxNgQ,movies,"I've Got a Dream - From ""Tangled""/Soundtrack Version",Various Artists,0.892,0.541,0.639,0.604,0.169,-7.378,134.326,0.0915,4,1,0.0,2,Happy
7G061Oqw7NXFr1NDTpXoI4,movies,"Happy Working Song - From ""Enchanted"" / Soundtrack Version",Various Artists,0.646,0.341,0.844,0.508,0.325,-10.175,172.216,0.0814,4,2,0.0,3,Sad
1DmdXg5mmFOvlRvHYPjRU8,movies,Strawberry Letter 23,Various Artists,0.78,0.693,0.291,0.73,0.139,-9.88,90.978,0.053,4,7,0.0138,2,Happy
363OW0OpNxHRPMCJXQ9Ymo,movies,Daughter's Lament,Various Artists,0.376,0.159,0.886,0.643,0.12,-16.494,83.27,0.209,4,11,0.0,3,Sad
2MkfKcX0Q3xquEjcKqRyDK,movies,True To Your Heart,Mulan - Cast,0.642,0.779,0.181,0.654,0.102,-16.676,106.107,0.0776,4,10,0.0,2,Happy
7CAhxeaTYXn1qWNRkZl9ad,movies,"Everybody's Talkin' - From ""Midnight Cowboy""",Harry Nilsson,0.676,0.473,0.383,0.412,0.541,-10.964,124.411,0.037,4,4,8.41e-05,3,Sad
2Yx4COj98jyZ46IGyqQeCE,movies,Town Meeting Song,Various Artists,0.649,0.401,0.734,0.554,0.252,-15.7,91.755,0.142,4,1,0.0,3,Sad
7Bj7aloW9SpFs20JmVJgZQ,movies,Nightlife,Phantogram,0.0908,0.542,0.019,0.523,0.0992,-8.374,100.036,0.0241,4,11,0.251,3,Sad
4vJkgZIeyiIdaNgyc7StaC,movies,Roots and Beginnings,Various Artists,0.0374,0.134,0.854,0.0819,0.123,-21.521,81.592,0.041,4,2,0.912,0,Calm
12STlPvcWtxRXhV5XaHhVh,movies,Launch,Trevor Rabin,0.0567,0.428,0.12,0.0914,0.0712,-11.269,68.564,0.0497,4,0,0.905,0,Calm
6YoYLN155MLavQcl3bHmvY,movies,The Boys Are Back,High School Musical Cast,0.872,0.915,0.00742,0.706,0.0343,-3.169,114.992,0.0535,4,1,1.1e-06,1,Energetic
78EMhiyAcalWWtnpk20Eoo,movies,Honor To Us All,Mulan - Cast,0.652,0.242,0.447,0.462,0.115,-19.3,168.006,0.0616,4,7,0.0,3,Sad
3m1DtLQFUJYPpgZ6PQpxGN,movies,Dark Days,Various Artists,0.354,0.141,0.86,0.608,0.0927,-18.479,134.82,0.0353,4,6,0.000212,3,Sad
1RoV2hHbjzFbo9uKe2cvGs,movies,Extreme Ways,Moby,0.538,0.782,0.00112,0.511,0.11,-7.934,100.015,0.057,4,9,0.000858,2,Happy
5xMVxKHSRGvCJOVBaNRxvQ,movies,Theme From X-Men Origins: Wolverine,Movie Sounds Unlimited,0.0749,0.366,0.199,0.295,0.0753,-17.289,84.988,0.0296,4,10,0.94,0,Calm
5k3U0OGYBccHdKJJu3HrUN,movies,"Hakuna Matata - From ""The Lion King"" Soundtrack",Various Artists,0.725,0.313,0.617,0.408,0.115,-18.09,170.013,0.137,4,0,1.18e-05,3,Sad
5jKHbb0n6bJK5TAm8IfWgo,movies,Hole In My Pocket,Mac Miller,0.209,0.159,0.423,0.237,0.0928,-18.19,126.872,0.0401,3,1,0.481,3,Sad
5zhBhWQcHsvycF83yvIAzC,movies,Opening - (The Nightmare Before Christmas),Various Artists,0.56,0.286,0.798,0.503,0.116,-24.037,80.156,0.469,3,0,2.23e-06,3,Sad
7sKChFvViJZ6FzQZwCuPqZ,movies,"Elsa and Anna - From ""Frozen""/Score",Various Artists,0.13,0.173,0.952,0.254,0.0435,-20.266,97.934,0.0488,3,10,0.529,0,Calm
2LcV5dZWN47XVCVZ1dFwfQ,movies,You Never Can Tell - 1964 Single Version / Mono,Chuck Berry,0.929,0.837,0.72,0.573,0.242,-10.224,157.138,0.0977,4,0,3.24e-05,2,Happy
1YtHpYEbbfQQIyxXkdxEoW,movies,Protectors of the Earth,Two Steps from Hell,0.374,0.934,0.0395,0.441,0.15,-6.766,109.98,0.0482,3,7,0.96,2,Happy
0682EAUKf3m36vGDaUOt9n,movies,Palm Tree Escape,Hans Zimmer,0.0336,0.649,0.000425,0.628,0.133,-12.643,125.991,0.0364,4,2,0.845,2,Happy
79adXCFDWnIaT1O2ZJ7P6f,movies,Underwater March,Klaus Badelt,0.04,0.222,0.687,0.0701,0.246,-14.104,69.421,0.038,4,10,0.97,0,Calm
7jtGa7FmUx7YxTbiy6tEsX,movies,Don't You (Forget About Me) - 2001 Remastered Version,Various Artists,0.718,0.777,0.125,0.661,0.311,-7.788,111.102,0.0273,4,2,0.0313,2,Happy
1s9GYilV9guTnwidLuBV7I,movies,The Hunger Games,James Newton Howard,0.0387,0.106,0.935,0.194,0.0833,-27.097,99.537,0.0389,1,0,0.752,0,Calm
5rQmuNRjKT6t33JlNJbc6I,movies,"Thor: The Dark World - From ""Thor: The Dark World""/Score",Brian Tyler,0.237,0.708,0.0384,0.325,0.192,-9.672,68.024,0.0433,4,10,0.959,3,Sad
1S9Rw3ETeDYzDdrRWXKhn3,movies,"A Whole New World - From ""Aladdin"" / Soundtrack Version",Various Artists,0.191,0.206,0.853,0.293,0.103,-15.785,125.694,0.0341,4,0,1.51e-06,3,Sad
1zEJIpCJBusA612MIbCoqu,movies,"When the Going Gets Tough, The Tough Get Going",Various Artists,0.946,0.724,0.516,0.768,0.339,-6.936,121.996,0.053,4,4,1.02e-06,2,Happy
7Inxk0cVIbPysrKayymnmf,movies,"Nature Boy - From ""Moulin Rouge"" Soundtrack",Various Artists,0.0563,0.0761,0.339,0.12,0.12,-15.276,89.243,0.039,4,5,0.000351,3,Sad
5zMuzsE5kvd54FwraufeeK,movies,Shawshank Prison - Stoic Theme,Thomas Newman,0.111,0.149,0.102,0.079,0.111,-20.372,81.277,0.0486,1,7,0.915,0,Calm
0ENset31OyeLe6nfRReuDv,movies,Skyfall,GMPresents & Jocelyn Scofield,0.234,0.404,0.95,0.482,0.127,-6.039,78.032,0.0284,4,0,8.75e-06,3,Sad
4B2jOTUZBnlrjLHK1ertFR,movies,Brown Eyed Girl,Van Morrison,0.899,0.586,0.182,0.496,0.332,-10.991,148.882,0.0353,4,7,0.0,2,Happy
3wjgPeXocinhLyPL37p70e,movies,A Girl Worth Fighting For,Mulan - Cast,0.849,0.35,0.564,0.368,0.281,-17.313,175.741,0.0617,4,4,0.0,3,Sad
3STYntspHbnCB1KQHEgNAl,movies,The Houses of Healing (feat. Liv Tyler),Various Artists,0.0358,0.0307,0.949,0.144,0.0898,-30.109,93.727,0.0372,3,7,0.82,0,Calm
0k1zElVBehCAzAa975af71,movies,A Small Measure of Peace,Hans Zimmer,0.0338,0.111,0.778,0.0813,0.136,-20.458,171.576,0.0464,3,2,0.802,0,Calm
3LwmXEZGgMUdkCgHbz7tBr,movies,Oaken's Sauna - Score Demo,Various Artists,0.183,0.0377,0.936,0.43,0.143,-28.773,93.994,0.037,4,10,0.169,3,Sad
68qxZGCBmN5HY4gmK0iURW,movies,You Only Live Twice - Main Title,Various Artists,0.267,0.332,0.327,0.195,0.091,-13.373,87.283,0.0316,3,11,0.00044,3,Sad
7JD5OoA5hGBJDCBecoGlCy,movies,Game Of Thrones - Main Title,Ramin Djawadi,0.191,0.597,0.256,0.196,0.0972,-16.104,169.797,0.0458,3,5,0.822,0,Calm
46XRlhMVNU38v5ZvDrQSHB,movies,"Wreck-It Ralph - From ""Wreck-It Ralph""/Score",Various Artists,0.656,0.554,0.6,0.66,0.117,-9.886,118.979,0.0315,4,0,0.609,3,Sad
1JZZkORheU1RpGqJdZ77WL,movies,"It Must Have Been Love - From the Film ""Pretty Woman""",Roxette,0.722,0.652,0.34,0.52,0.256,-6.655,80.609,0.0274,4,5,5.49e-05,3,Sad
7aENwq13lwx4TLLNRDxr5P,movies,Elder Scrolls: Oblivion,Andrew Skeet,0.163,0.229,0.881,0.25,0.119,-15.153,169.858,0.0351,3,2,0.927,0,Calm
5nWbbQ0sIEabqPxAdqmh66,movies,Sweet Disposition,Various Artists,0.347,0.804,0.078,0.54,0.115,-7.112,129.088,0.0425,4,2,0.171,2,Happy
4b4djKANkOJSa7AcaqbNWm,movies,Jungle Boogie,Various Artists,0.639,0.949,0.11,0.763,0.348,-3.934,106.412,0.16,4,0,3.5e-06,1,Energetic
1MD4tX2g5hx0D2WQ6JsC2m,movies,These Days,Nico,0.203,0.131,0.989,0.406,0.102,-17.668,93.196,0.0315,4,5,0.275,3,Sad
6CwUjQD8OyiEKoI0hD5iuZ,movies,"Flynn Wanted - From ""Tangled""/Score",Various Artists,0.154,0.519,0.823,0.328,0.244,-11.657,145.985,0.17,4,1,0.0554,3,Sad
6DPZdDkTOydyM40IXRi70Z,movies,Red Warrior,Hans Zimmer,0.0387,0.399,0.0484,0.14,0.0722,-13.694,143.661,0.04,4,7,0.389,3,Sad
6Mry3w9hqptYew7ien2027,movies,Guilty - 2001 Remastered Version,Yann Tiersen,0.597,0.189,0.969,0.574,0.0791,-12.122,121.661,0.0801,4,9,0.242,3,Sad
4nJ7nKKLbmKk8pz69ki4nt,movies,The Road to Isengard,Various Artists,0.038,0.076,0.845,0.136,0.0804,-24.33,143.636,0.0414,5,7,0.975,0,Calm
1U2NsgEtlufc9QzQQkbS9p,mpb,Oi do Mal Irremediável,Móveis Coloniais de Acaju,0.577,0.787,0.225,0.461,0.147,-8.766,136.143,0.0342,4,7,0.00299,2,Happy
2N5ZltZyXTugh3nizpodH1,mpb,Soneto Da Separação,Elis Regina,0.151,0.0397,0.846,0.374,0.0955,-20.922,105.901,0.0401,4,8,0.0,3,Sad
2rtionEhe9BvM8CnC7bxM6,mpb,Desamarre o Meu Corazo,Roberto Carlos,0.97,0.408,0.287,0.64,0.148,-15.208,173.146,0.0569,4,11,0.0,2,Happy
6iSMbZw9CeVPP7eyuIkcoq,mpb,"Redescobrir - Live At Credicard Hall, São Paulo / 2012",Maria Rita,0.524,0.812,0.796,0.407,0.987,-9.069,120.94,0.361,4,5,2.61e-06,2,Happy
6SDVHcpzR0UMcHigMjQWgI,mpb,Felicidade,Maria Gadú,0.148,0.384,0.751,0.546,0.0954,-10.472,87.999,0.0251,4,9,9.22e-05,3,Sad
7yvJRDQn14svyzvRRO24Wc,mpb,O Nosso Amor A Gente Inventa (Estória Romântica),Cazuza,0.762,0.8,0.075,0.619,0.17,-6.724,121.653,0.0412,4,9,4.55e-06,2,Happy
6WREA0zg8r0MhfHy727Yss,mpb,Não Chora,Móveis Coloniais de Acaju,0.286,0.436,0.858,0.508,0.111,-9.3,159.741,0.0326,4,8,1.1e-05,3,Sad
6R32fNhVuK0yPlyQreeklh,mpb,Seresteiro das Noites,Amado Batista,0.905,0.652,0.104,0.658,0.046,-6.915,121.77,0.0298,4,8,0.0,2,Happy
2ziSGFFOeUUD9ncDEkze1x,mpb,Stormy Weather (Keeps Rainin' All The Time),Ana Cañas,0.162,0.154,0.839,0.375,0.394,-16.355,183.102,0.0556,3,10,0.00245,3,Sad
0YKVjO8B4UIJg1fAdc2UGf,mpb,Paira,Toni Ferreira,0.426,0.289,0.0664,0.522,0.156,-11.11,105.089,0.0289,4,2,0.0122,3,Sad
6i3cNxZxqMmhkIx8hz3neh,mpb,Frevinho,Thais Gulin,0.821,0.649,0.47,0.673,0.174,-7.492,141.923,0.0442,4,3,0.0,2,Happy
2XYCBms2C09oYZsOhXnok5,mpb,Café Com Leite De Rosas,Marcelo Jeneci,0.949,0.908,0.00709,0.709,0.125,-5.102,127.639,0.0306,4,4,0.0127,2,Happy
1byhPCcCFeZ8f506ju8ula,mpb,Campo de Batalha,Móveis Coloniais de Acaju,0.321,0.716,0.413,0.353,0.113,-10.03,163.45,0.0446,4,3,4.53e-05,2,Happy
5gncHpCOlxUr7M580ZAk4O,mpb,Sexo E Dinheiro,Gal Costa,0.153,0.183,0.092,0.599,0.0882,-15.273,77.853,0.0294,4,9,0.0,3,Sad
2K39zGS7ovcv1C4rFpGl0P,mpb,O Tempo Não Pára - Ao Vivo No Rio De Janeiro / 1988,Cazuza,0.358,0.774,0.00888,0.384,0.573,-9.993,76.762,0.049,4,4,0.0,2,Happy
3CSAwJmjxf5DfgRcbeYZVm,mpb,Acerto De Contas,Djavan,0.529,0.586,0.702,0.754,0.0987,-10.332,90.003,0.0424,4,0,2.29e-05,3,Sad
51QoocJkP2yIO7M2ws0VrV,mpb,Moreninha,Amado Batista,0.887,0.915,0.308,0.582,0.181,-7.176,178.234,0.113,4,4,0.0,2,Happy
0uKmsAnomUkHYLWSm8TdFs,mpb,Coração do Agreste,Geraldo Azevedo,0.742,0.479,0.799,0.49,0.249,-14.094,148.892,0.0442,3,5,0.0,3,Sad
3yJkf41yh0BnfTR0InIg4p,mpb,Recomeço,Maria Gadú,0.267,0.392,0.787,0.732,0.199,-9.079,127.981,0.0613,4,8,0.0,3,Sad
2rHmQuAVeYIdYDFv4vlZus,mpb,Dona,Roupa Nova,0.219,0.413,0.723,0.513,0.28,-10.777,139.256,0.0358,3,7,0.0,3,Sad
0K9HUSmM6bE8v3liLcIHOv,mpb,Longe É um Lugar,Móveis Coloniais de Acaju,0.906,0.881,0.192,0.642,0.283,-6.812,130.023,0.033,4,0,3.65e-06,2,Happy
0AZCOWPrNbk0iGWJ3bRssJ,mpb,O Amor Viajou,Zeca Baleiro,0.915,0.653,0.627,0.74,0.14,-8.467,137.973,0.0376,4,11,0.00209,2,Happy
2oFutWuJCmhePvCTlrpqLc,mpb,A Vida do Viajante (feat. Gonzaguinha),Luiz Gonzaga,0.836,0.736,0.466,0.551,0.134,-5.077,77.823,0.0337,4,5,0.0,2,Happy
7CyyptYoJClujsGWIZhVRv,mpb,Chega de saudade - Bonus track,Vanessa Da Mata,0.66,0.455,0.758,0.628,0.146,-10.524,168.554,0.0431,4,7,0.0112,3,Sad
2R181QEPmzLLAr3CML1Esm,mpb,Amor de Índio,Maria Gadú,0.114,0.0815,0.838,0.416,0.104,-13.653,110.017,0.04,3,0,0.000364,3,Sad
3A8ZCorEKWZPfTdl72Es8g,mpb,Cara Do Mundo,Gal Costa,0.414,0.342,0.64,0.78,0.288,-11.369,115.804,0.0561,4,1,0.0782,3,Sad
4Fx6rJnunidUsI2A6Fjk6f,mpb,"Romaria - Live At Credicard Hall, São Paulo / 2012",Maria Rita,0.209,0.36,0.86,0.355,0.878,-11.806,131.807,0.0418,4,0,0.0,3,Sad
70dA9CKrbuxvQppw8wBE8h,mpb,Vive,Djavan,0.188,0.253,0.889,0.739,0.0972,-12.811,75.012,0.0463,4,2,0.00121,3,Sad
2W8gwUI8uoj9RyKvfjWyOU,mpb,Mais uma Vez,Maria Gadú,0.543,0.854,0.054,0.414,0.96,-6.211,179.923,0.0737,4,10,0.0,1,Energetic
5eMB1coBKHpziwlSYLwKaS,mpb,Presente-Passado,Isabella Taviani,0.298,0.392,0.77,0.613,0.0887,-12.916,139.936,0.0305,4,7,0.00015,3,Sad
2BSRDYHzaIsI1HCR6Lfwa8,mpb,Só danço samba,Vanessa Da Mata,0.549,0.833,0.469,0.713,0.24,-11.041,105.06,0.0524,4,7,0.462,2,Happy
6vfyGKo7e7U6gDOch1gS02,mpb,Amor É Pra Quem Ama,Lenine,0.252,0.266,0.89,0.409,0.112,-12.838,133.728,0.0349,4,4,0.099,3,Sad
5WJFxVcC39g56Zf7Knh7xl,mpb,Revolta Dos Ritmos,Moraes Moreira,0.972,0.693,0.731,0.826,0.157,-6.63,149.943,0.043,4,7,3.55e-06,2,Happy
6TlHQWUuhHjlSMvIi4De5g,mpb,Copo D'água,Marcelo Jeneci,0.6,0.922,0.00271,0.422,0.0954,-6.709,163.43,0.0659,4,4,0.268,1,Energetic
6gKKQXiJ2Rk2Mb1gCgtMep,mpb,ôÔÔôôÔôÔ,Thais Gulin,0.538,0.457,0.515,0.624,0.0812,-9.805,106.283,0.0502,4,0,9.08e-06,3,Sad
30HzZYJE9AODEnzGkF71LA,mpb,"Calma Aí, Coração",Zeca Baleiro,0.506,0.779,0.1,0.568,0.103,-7.206,167.928,0.126,4,5,0.0,2,Happy
3zfoadmEnFIpb1lVjs4Db2,mpb,Rio Paraíba,Zé Ramalho,0.734,0.365,0.0738,0.77,0.107,-11.676,123.949,0.0339,3,0,0.0,2,Happy
0f15vPoVsTYYdcUuA7VEgy,mpb,Baby Meu Bem,Roberto Carlos,0.595,0.344,0.238,0.492,0.21,-13.93,139.854,0.034,4,2,0.000158,3,Sad
1ZetCeq3ZOSD2k64UNEBqf,mpb,Acabou Chorare,Novos Baianos,0.357,0.181,0.947,0.725,0.111,-13.824,111.122,0.0411,4,6,0.00387,3,Sad
5M4IvDLGvV9uXyAxxpRmqd,mpb,Atrás Poeira,Ivan Lins,0.448,0.41,0.812,0.566,0.114,-9.699,96.015,0.0239,4,4,0.0,3,Sad
174bLaNtPSlYiNaf19btUJ,mpb,Lamento Do Morro,Gabriel Moura,0.346,0.209,0.944,0.528,0.118,-15.555,133.677,0.0351,4,7,0.0126,3,Sad
2iUR6zCUCpiR6Ka7lbxoYy,mpb,Brasileira Academia,Moraes Moreira,0.546,0.436,0.864,0.482,0.332,-9.041,139.749,0.0698,4,1,0.0,3,Sad
3zOQWyluIZvKZeZ3sXBk1v,mpb,Difícil,Ana Cañas,0.85,0.528,0.527,0.873,0.173,-8.164,117.485,0.0534,4,2,0.0003,2,Happy
3N9mmwb5A6OsKh1HglYlxb,mpb,O Descobridor Dos Sete Mares,Tim Maia,0.952,0.689,0.0337,0.645,0.18,-11.916,137.07,0.0645,4,3,0.00205,2,Happy
3kpOwvgOqkfkz5qFS9FMWX,mpb,Como As Coisas São,Dani Black,0.782,0.544,0.397,0.84,0.107,-7.724,130.074,0.0336,4,0,0.00568,2,Happy
1181QA58xEpj09oOJeHw0f,mpb,Amar é...,Roupa Nova,0.632,0.579,0.243,0.418,0.177,-8.883,203.458,0.0298,4,7,0.0,3,Sad
4X68YdOULAdbz1SkDFWRLP,mpb,Se Eu Vou,Toni Ferreira,0.734,0.284,0.566,0.702,0.12,-9.236,58.037,0.0344,4,2,0.000695,3,Sad
3OmptumIjurgLGgR80C7aX,mpb,Garganta,Ana Carolina,0.686,0.67,0.09,0.733,0.155,-6.385,126.992,0.0487,4,7,0.0,2,Happy
576wVdyxxjwb2ceONBSLMc,mpb,Olhar alquimista,Zé Ramalho,0.157,0.3,0.153,0.704,0.088,-14.137,110.028,0.0303,4,9,0.00405,3,Sad
4S6IGMcJoES3ENCissevR3,mpb,Quem Me Dera,Maria Gadú,0.482,0.44,0.649,0.5,0.135,-8.712,93.881,0.0254,4,11,0.0,3,Sad
25Z1bCA7A4u3kD13fvrCxm,new-age,Illumination,Rolf Løvland,0.0496,0.257,0.896,0.144,0.091,-14.041,82.867,0.0367,3,9,0.908,0,Calm
5ElRWj8iZJbZKQbqCGSiQU,new-age,Push The Limits - Radio Edit,Enigma,0.56,0.927,0.0158,0.578,0.417,-8.358,99.004,0.0364,4,2,0.949,2,Happy
6IeYKdrh2KqmVW8w6ZvFZj,new-age,The Mermaid,Yanni,0.118,0.256,0.462,0.535,0.364,-13.477,86.906,0.0318,4,7,0.0347,3,Sad
4btR0K37uelwx1kxKtrjtG,new-age,Letters From Earth,Ginkgo Garden,0.662,0.632,0.114,0.524,0.331,-10.694,120.019,0.0277,4,4,3.39e-05,3,Sad
1KYwpvwfrQQNnw2C0x8iGb,new-age,The Longships,Enya,0.157,0.13,0.764,0.366,0.102,-22.303,96.977,0.03,4,5,0.956,0,Calm
3KVk5bReD56nItFE7K2zyT,new-age,Koi,Kitaro,0.0905,0.159,0.858,0.195,0.0612,-17.879,94.98,0.0399,3,0,0.515,3,Sad
2ihCaVdNZmnHZWt0fvAM7B,new-age,Little Talks,Of Monsters and Men,0.417,0.757,0.0206,0.457,0.146,-5.177,102.961,0.032,4,1,0.0,2,Happy
4hAyzATUQWRzyqdpl7TsqS,new-age,Deus Ex Machina,Liv Kristine,0.0782,0.373,0.664,0.52,0.184,-11.259,106.96,0.0261,4,2,0.236,3,Sad
5EVBGNiw7XPfm8XFRqfI7l,new-age,The Crypt of Despair,Psicodreamics,0.0558,0.304,0.696,0.19,0.0936,-16.903,74.11,0.0402,3,8,0.93,0,Calm
6bTQa8XRzfdYXT3YiAPmso,new-age,Dancing With The Lion,Andreas Vollenweider,0.923,0.611,0.655,0.743,0.33,-10.897,146.084,0.0401,4,5,0.00729,2,Happy
15zUyQPa91SOSeBf3w4ofr,new-age,The Eyes Of Truth,Enigma,0.302,0.691,0.0247,0.503,0.113,-13.0,94.917,0.0461,4,6,0.348,3,Sad
2CO5Uixta977DyBp6feXpy,new-age,Innersense,Bekki Williams,0.0626,0.284,0.863,0.328,0.135,-14.405,100.043,0.0307,4,2,0.935,0,Calm
56RywmTmKTkmhpOKTOIRCh,new-age,Ehsellyei,Gary Stadler,0.143,0.101,0.827,0.218,0.0976,-21.166,172.488,0.0296,4,0,0.37,3,Sad
3Cx8xomTxeNIYUofoWLYoQ,new-age,Amazônia,Deep Forest,0.277,0.572,0.31,0.556,0.109,-10.714,80.017,0.0859,4,11,8.73e-05,3,Sad
1R9B2H5fhsL4qdkeYvatg6,new-age,Angel Wings,Herb Ernst,0.0366,0.222,0.947,0.151,0.108,-13.316,87.321,0.0352,4,5,0.901,0,Calm
4hqxOUdwMTjYFlPHYOiDqp,new-age,In The Court Of The Mermaid,Various Artists,0.195,0.16,0.936,0.506,0.0888,-18.459,130.857,0.0333,3,1,0.939,0,Calm
69qu6EbhvKvVjU3Ut8GwEO,new-age,Song For Monet,David Lanz,0.22,0.0561,0.992,0.504,0.21,-25.078,130.288,0.0429,4,0,0.848,0,Calm
6lsSaHD4dZuHs9oJhBZhVA,new-age,Vagabond (Make A Princess Of Me),Blackmore's Night,0.375,0.546,0.551,0.469,0.103,-8.129,171.075,0.0328,3,11,3.18e-05,3,Sad
4R4CyUrdpCMmCRckZZjVwr,new-age,Prelude - Gentle Rain Album Version,David Arkenstone,0.0207,0.619,0.000697,0.217,0.334,-31.602,74.881,0.0909,3,11,0.851,0,Calm
2mJjKAsWWzxaeVyNZ3HrXW,new-age,Nightbird,Yanni,0.785,0.765,0.0918,0.559,0.106,-12.033,124.842,0.0414,4,7,0.919,2,Happy
7gov7ugWx71Oi6OQoxGLfS,new-age,Ameno,ERA,0.139,0.532,0.0919,0.605,0.0762,-10.872,102.804,0.0337,4,1,0.000576,3,Sad
6pS3tkmMpYFfJU81rSZia8,new-age,Cathedral Echo,Kevin Wood,0.871,0.566,0.0414,0.593,0.105,-14.312,98.972,0.0286,4,5,0.813,3,Sad
1m0aFDOAFljAGqYol9seZ1,new-age,Lupercalia,Faun,0.192,0.648,0.493,0.466,0.0952,-8.979,126.97,0.0446,4,4,0.00748,3,Sad
02nEzf5yn6sqI6PxM6QZ8N,new-age,City of Isabel,Vangelis,0.0718,0.0861,0.583,0.212,0.112,-20.707,128.534,0.037,4,7,0.818,0,Calm
2hMD3SnrBsre1mzptGRn6Z,new-age,Exile,Enya,0.0376,0.175,0.856,0.1,0.124,-17.557,75.54,0.0384,4,1,0.529,0,Calm
3jfr0TF6DQcOLat8gGn7E2,new-age,Do I Wanna Know?,Arctic Monkeys,0.405,0.532,0.186,0.548,0.217,-7.596,85.03,0.0323,4,5,0.000263,3,Sad
2aNIRbPRTGD9Vb9GMx7hA3,new-age,Moon-Star,Kitaro,0.0381,0.359,0.308,0.22,0.124,-10.546,112.167,0.0341,3,11,0.656,3,Sad
3PZm0IJQkfkbkR6hiWRsfI,new-age,Persuasion's Dance,Thierry David,0.642,0.438,0.653,0.707,0.0786,-12.255,120.018,0.0384,4,9,0.841,3,Sad
2vE5DRjzSIXSWdvgE6soJV,new-age,Taiko - Instrumental,Benoit Jutras,0.449,0.888,0.859,0.547,0.113,-13.184,103.549,0.0503,4,5,0.664,2,Happy
5qz9Ozv9Hdrww6zmlIpC6n,new-age,Indigo,Epica,0.0304,0.318,0.303,0.0644,0.208,-9.785,47.575,0.0389,4,1,0.847,3,Sad
0bqaVNcyTlMWPCLZCeiYgC,new-age,Prayer,Secret Garden,0.1,0.218,0.954,0.364,0.347,-17.021,79.999,0.0305,4,2,0.594,3,Sad
5gr5OUyqK5uIG2EouwV6Ta,new-age,Tempus Vernum,Enya,0.0306,0.172,0.736,0.469,0.113,-15.15,73.675,0.031,4,2,0.927,0,Calm
544Ay4J6o0IAF7KXBrJJ4p,new-age,Ask the Mountains - 2013 Best Of Version,Vangelis,0.0347,0.181,0.88,0.284,0.174,-15.831,155.788,0.031,3,0,0.475,3,Sad
4UfL9zy2IO26JAO0jNvkhH,new-age,Sargasso Sea,Suzanne Ciani,0.128,0.0738,0.896,0.361,0.107,-18.93,100.227,0.0327,4,11,0.801,0,Calm
